First Name,Password,E-mail,University,Module1,Module2,Module3,Module4,Module5,Module6,Role,Slogan,Total Marks,Company Name,at1,at2,at3,at4,at5,at6,atTotal
Cecelia,f9188,cpriddle7t@fda.gov,Hakuoh University,82,69,72,41,65,74,Compensation Analyst,e-enable clicks-and-mortar content,67.17,Hahn-Jones,91,86,60,80,46,66,71.5
Lesley,o15650,lmcclosh7u@seesaa.net,Russian State University for the Humanities,57,80,60,83,89,100,Chief Design Engineer,transition granular e-business,78.17,"Flatley, Feest and Balistreri",97,57,79,68,100,48,74.83
Tommie,q191486,tmidgley7v@accuweather.com,Lagos State Polytechnic,50,55,61,43,61,42,Software Test Engineer I,engineer ubiquitous web services,52,"Heaney, Klocko and Beahan",88,47,41,67,64,95,67
Eward,e7450CR,esarch7w@indiegogo.com,Bu Ali Sina University,88,50,74,51,93,41,VP Product Management,streamline plug-and-play methodologies,66.17,Herman-Wyman,57,73,53,93,41,63,63.33
Christabel,n9747w,ccumo7x@nih.gov,Pedagogical University of Krakow,47,47,69,82,42,49,Senior Financial Analyst,orchestrate interactive action-items,56,"O'Kon, McLaughlin and Gleason",88,95,52,84,87,62,78
Mame,e4831,mbucher7y@scribd.com,NAES College,47,62,51,49,98,52,Assistant Professor,evolve B2C models,59.83,Pfeffer and Sons,82,63,62,50,42,53,58.67
Ursa,g3406,uarchley7z@nifty.com,Sun Yat-Sen University of Medical Sciences,71,87,42,55,61,78,Nuclear Power Engineer,streamline bleeding-edge platforms,65.67,Strosin Group,64,60,50,77,55,99,67.5
Maye,e2310,mstiddard80@so-net.ne.jp,Kanazawa College of Economics,99,78,88,47,88,74,Research Nurse,embrace end-to-end e-commerce,79,Leannon-Stamm,93,80,56,90,64,68,75.17
Adelbert,l1637u,arushworth81@imdb.com,Universiti Putra Malaysia,66,97,47,62,44,88,Paralegal,engage scalable supply-chains,67.33,Willms Group,67,64,62,48,80,51,62
Theobald,o9894WO,tkislingbury82@economist.com,Universidad de La Serena,73,51,68,58,68,71,Compensation Analyst,leverage sticky action-items,64.83,"Bruen, Cremin and Langosh",58,100,92,65,88,65,78
Joel,w3783J@(,jpundy83@sakura.ne.jp,Rajarata University of Sri Lanka,92,99,42,86,40,46,VP Sales,aggregate turn-key e-tailers,67.5,Jakubowski-Fadel,77,77,81,74,59,47,69.17
Dita,b4296,dkinane84@guardian.co.uk,Lutheran Bible Institute of Seattle,66,51,50,49,88,99,VP Marketing,syndicate interactive systems,67.17,"Mann, Wilderman and Hodkiewicz",64,40,91,84,87,81,74.5
Lynnet,y1380|#,lwhatsize85@washingtonpost.com,Al Azhar University,57,87,100,89,88,95,Quality Engineer,cultivate one-to-one architectures,86,Wilkinson Inc,73,98,44,60,80,68,70.5
Iolanthe,z6641,iaronowicz86@wikimedia.org,Ecole Nationale Supérieure d'Ingénieurs en Mécanique et Energétique de Valenciennes,95,72,57,71,56,48,Environmental Tech,visualize compelling partnerships,66.5,Hansen-Daniel,44,46,73,68,87,64,63.67
Marci,z0574,mmacwhan87@csmonitor.com,Ajayi Crowther University,83,54,99,55,40,94,Librarian,repurpose real-time experiences,70.83,Doyle-Kautzer,56,51,53,93,63,72,64.67
Malinda,y9455|A,mwestfield88@mashable.com,Ecole Catholique d'Arts & Metiers,86,71,90,79,98,61,Software Consultant,scale magnetic models,80.83,Kutch Group,66,64,57,92,93,44,69.33
Nickolaus,f0870?!,nfeeney89@booking.com,"University of the West Indies, Mona",55,50,53,71,65,63,Programmer I,envisioneer clicks-and-mortar web services,59.5,Blick Group,49,90,79,89,69,58,72.33
Bordy,e79358,bforgan8a@zimbio.com,Leon Kozminski Academy of Entrepreneurship and Mangement,52,77,83,57,74,91,Human Resources Manager,incubate B2B bandwidth,72.33,Mayert-Stroman,95,56,59,59,64,96,71.5
Griffy,w4962,gkynvin8b@fastcompany.com,Daebul University,91,45,64,54,91,68,Senior Developer,deliver collaborative methodologies,68.83,Nolan-Medhurst,44,61,67,91,59,41,60.5
Sigfried,v9189D,sdonati8c@nyu.edu,Nalanda Open University,94,95,73,75,97,66,Technical Writer,utilize bleeding-edge web services,83.33,"Hackett, Sanford and Torp",62,94,59,44,71,99,71.5
Elna,u5997,eurey8d@indiegogo.com,Escuela Politécnica del Ejercito,63,79,56,77,52,48,Tax Accountant,scale 24/365 communities,62.5,Bode LLC,70,81,75,82,75,53,72.67
Moyna,w9765,msapwell8e@fotki.com,Fachhochschule Nordostniedersachsen,83,53,68,86,96,56,Statistician I,redefine user-centric applications,73.67,"Jacobs, Mertz and Windler",43,86,89,70,60,87,72.5
Taddeusz,i8258,tbendixen8f@constantcontact.com,University of Dallas,66,100,48,87,68,91,Health Coach I,morph interactive paradigms,76.67,Kris Inc,62,92,69,81,69,51,70.67
Alexia,f1273K,amoynihan8g@soundcloud.com,Universidade Católica de Moçambique,88,65,91,50,94,79,Biostatistician III,leverage turn-key initiatives,77.83,Cormier Inc,46,100,97,67,53,83,74.33
Waylon,"h5416q,",wsnibson8h@examiner.com,Université de Douala,72,88,87,98,42,64,Accounting Assistant IV,implement bricks-and-clicks methodologies,75.17,"Schaefer, Stokes and Brakus",57,67,70,43,99,51,64.5
Gwendolyn,m3769289,gnutting8i@elegantthemes.com,University of Wisconsin - Green Bay,99,48,80,60,97,79,Statistician I,transition viral e-commerce,77.17,Price-Paucek,45,86,53,64,93,55,66
Kin,p4978,kdominighi8j@prnewswire.com,Maritime University in Szczecin,57,99,57,77,64,79,Research Associate,transition synergistic metrics,72.17,Rau-Abbott,55,56,68,80,52,80,65.17
Daisy,q2590(/,diban8k@epa.gov,Tsuru University,90,53,89,81,49,76,Project Manager,synthesize innovative functionalities,73,"Purdy, Howell and Crist",63,95,77,48,52,64,66.5
Magdalen,y1716m,mgonnet8l@theatlantic.com,Ecole Nationale de la Météorologie,65,44,43,40,48,79,Media Manager II,embrace clicks-and-mortar experiences,53.17,Yost-Strosin,96,72,52,48,81,49,66.33
Emelyne,s3651,econquer8m@cloudflare.com,Nihon Fukushi University,95,73,70,93,58,44,Business Systems Development Analyst,drive cross-media vortals,72.17,Ryan LLC,78,56,99,80,54,96,77.17
Evelyn,c9066/,eclapton8n@icq.com,"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum",92,77,85,89,70,56,Assistant Media Planner,whiteboard next-generation architectures,78.17,"Marquardt, Gleichner and Frami",67,85,92,77,45,55,70.17
Trudy,e7966as,ttumber8o@google.es,University of Tehran,49,69,73,83,55,74,Sales Associate,extend front-end models,67.17,"Rutherford, Rutherford and Mohr",52,52,71,72,67,96,68.33
Kelcie,n7614,krantoul8p@rediff.com,Victoria International University,93,79,66,100,52,69,VP Accounting,architect next-generation systems,76.5,Cummerata and Sons,85,96,88,71,45,65,75
Lenee,x4203,lmcphee8q@sphinn.com,Yunnan University,50,75,98,48,49,79,Computer Systems Analyst II,target leading-edge applications,66.5,Dickinson-Steuber,81,69,89,75,63,84,76.83
Aylmer,y4333,aseden8r@jalbum.net,Assam Agricultural University,77,71,62,90,90,62,Electrical Engineer,utilize end-to-end web-readiness,75.33,"Bins, Mayer and Ebert",95,48,87,65,87,59,73.5
Natal,m6262y,nbubb8s@google.de,Carl von Ossietzky Universität Oldenburg,86,71,85,42,44,94,Human Resources Assistant III,morph impactful markets,70.33,"Goodwin, Hilpert and Quitzon",92,96,59,86,46,48,71.17
Casey,j5436,caisman8t@canalblog.com,University of Tulsa,46,92,69,93,65,40,Sales Associate,harness wireless convergence,67.5,Kessler Inc,82,76,56,61,40,82,66.17
Cherice,s1291,cmathwin8u@eventbrite.com,Willamette University,42,74,48,81,85,99,Recruiter,iterate cutting-edge ROI,71.5,Stracke Group,91,87,77,90,92,70,84.5
Ingrid,o0959dx,ibottby8v@nifty.com,Oakwood College,54,56,73,42,59,69,Nurse,architect robust users,58.83,Ledner Inc,74,50,91,84,68,57,70.67
Winfred,u9984c,wwimms8w@uol.com.br,Danish Business Academy,42,87,42,88,54,74,Clinical Specialist,target 24/365 interfaces,64.5,Gutmann and Sons,62,92,60,45,97,76,72
Mill,m1692W_,mwhitlock8x@sina.com.cn,Universitas Bojonegoro,98,48,45,99,78,50,Quality Control Specialist,innovate ubiquitous e-services,69.67,"Fadel, Towne and Hoeger",93,73,80,97,54,52,74.83
Roldan,m9506I,rvankin8y@npr.org,Karaganda State Buketov University,72,98,57,64,47,47,Senior Editor,envisioneer dot-com initiatives,64.17,Olson-Deckow,91,48,59,73,80,87,73
Henrieta,s52062,hcrawley8z@amazon.de,Fachhochschule Gelsenkirchen,56,43,67,87,91,65,Physical Therapy Assistant,reintermediate B2B e-commerce,68.17,"Raynor, Jaskolski and DuBuque",77,83,73,79,87,56,75.83
Elna,d5052,ekinforth90@berkeley.edu,Eindhoven University of Technology,41,80,57,62,50,63,Internal Auditor,expedite revolutionary channels,58.83,Sporer LLC,54,66,71,89,41,88,68.17
Margareta,g0859#|,mgribbin91@cmu.edu,Dublin City University,65,54,69,50,76,40,Nurse,seize visionary solutions,59,O'Conner LLC,55,96,96,78,98,47,78.33
Shirleen,y9167,stour92@vistaprint.com,Greenford International University,83,61,84,52,76,62,Legal Assistant,enhance dot-com deliverables,69.67,"Pagac, Ferry and Boyer",92,45,99,47,63,53,66.5
Daryn,l9351<q,dpython93@pbs.org,Pukyong National University,51,81,97,78,61,60,Technical Writer,integrate impactful metrics,71.33,Leffler-Hamill,57,50,77,58,75,77,65.67
Lorenzo,q0953,lporch94@nydailynews.com,Free University (Virginia Theological University),78,87,69,56,58,86,Assistant Professor,generate interactive architectures,72.33,Hettinger-Nolan,89,96,45,59,90,93,78.67
Weber,z1165,wedgler95@cisco.com,University of East Asia,67,61,89,40,99,41,Product Engineer,empower interactive content,66.17,Howell and Sons,54,85,66,91,45,75,69.33
Jacquelin,p2926,jbeevens96@comcast.net,Obirin University,71,97,71,61,68,66,Tax Accountant,mesh innovative synergies,72.33,Bergstrom-Feest,44,62,59,71,92,87,69.17
Meredith,s4286,mcolthard97@github.io,Jones College,46,49,66,97,92,91,Product Engineer,whiteboard enterprise functionalities,73.5,Kemmer LLC,58,56,71,93,79,70,71.17
Riobard,p8097<,rcaghan98@networkadvertising.org,Perak Islamic College,47,83,66,75,99,96,Business Systems Development Analyst,iterate synergistic synergies,77.67,Williamson-Shanahan,70,62,71,60,98,48,68.17
Chloe,i7740,cyashin99@dropbox.com,Université de Yaoundé I,42,86,43,89,92,95,Information Systems Manager,matrix compelling channels,74.5,Halvorson Inc,77,54,91,55,51,78,67.67
Ricki,p3377hly,rabby9a@house.gov,Letourneau University,92,89,81,84,86,46,Director of Sales,cultivate ubiquitous supply-chains,79.67,"Pfannerstill, McDermott and Stoltenberg",77,43,44,61,46,83,59
Gayleen,w46202S`,gscullion9b@skype.com,Newberry College,44,62,71,47,53,55,Assistant Manager,facilitate proactive architectures,55.33,Boyle-Goodwin,78,77,50,53,93,76,71.17
Pattie,i4433Z,pwaudby9c@squarespace.com,Fuzhou University,98,40,69,69,65,79,Human Resources Manager,syndicate magnetic web services,70,Renner and Sons,94,82,82,57,66,66,74.5
Marieann,w4474&ix,mbrownbill9d@vinaora.com,Nagoya University of Commerce and Business Administration,92,87,63,47,71,90,Accountant I,engage efficient markets,75,Stehr LLC,83,99,59,83,43,86,75.5
Tobe,"p0986I,J",tharbertson9e@fema.gov,University of Bahrain,43,42,100,94,61,85,Assistant Professor,reintermediate front-end vortals,70.83,Bode Group,100,54,74,65,57,47,66.17
Karina,x7458,kchastelain9f@cbc.ca,University of the Punjab,69,55,75,90,87,91,Tax Accountant,leverage collaborative eyeballs,77.83,"Gutkowski, Wilkinson and Hoppe",50,54,91,81,60,81,69.5
Kristen,j7723cvh,kpeltz9g@mit.edu,Kuching Polytechnic,60,54,92,89,94,72,Account Representative II,grow web-enabled mindshare,76.83,Welch-Boehm,47,82,75,83,47,90,70.67
Alisander,q64664QK,adax9h@a8.net,Hochschule für Technik und Wirtschaft Karlsruhe,67,96,58,41,94,98,Financial Advisor,unleash bricks-and-clicks initiatives,75.67,Daniel-Jenkins,80,80,54,66,79,98,76.17
Riobard,"b8445""U",rackeroyd9i@upenn.edu,Dalian Medical University,79,68,46,66,63,100,Electrical Engineer,unleash dot-com infrastructures,70.33,Thiel-Erdman,74,79,65,50,60,43,61.83
Zelda,d7071x4k,zfaherty9j@bloglines.com,Zhejiang Sci-Tech University ,54,89,81,65,56,49,Web Designer III,evolve enterprise synergies,65.67,"White, Bradtke and Schaefer",53,43,49,72,89,45,58.5
Kristi,w2738,kchupin9k@usda.gov,"Swiss Federal Institute of Technology, Zurich",63,70,95,95,42,96,Geological Engineer,exploit granular bandwidth,76.83,Pfannerstill and Sons,64,87,42,72,74,69,68
Edouard,q9732%`0,egraham9l@jiathis.com,Universidade Estadual do Ceará,62,59,98,98,94,74,Sales Associate,optimize bleeding-edge supply-chains,80.83,Halvorson-Kovacek,53,96,84,85,90,59,77.83
Milty,i2222eZ,mnewbery9m@sakura.ne.jp,Dumlupinar University,52,77,71,73,40,68,Executive Secretary,empower strategic e-services,63.5,McKenzie-Flatley,70,59,91,45,55,54,62.33
Roddie,m5931!X,rkellaway9n@yahoo.com,Algonquin College,95,77,64,75,89,52,Software Test Engineer IV,utilize virtual communities,75.33,Kuhic-Schuster,83,43,81,86,88,62,73.83
Cornelius,c0387GGk,csibbe9o@woothemes.com,Crawford University ,94,83,43,54,48,50,Geologist IV,envisioneer strategic methodologies,62,"Casper, Bins and Ward",88,63,80,54,80,68,72.17
Dyna,o1546,dsatch9p@about.me,Universidad de Salamanca,69,42,58,100,90,67,Speech Pathologist,exploit dynamic methodologies,71,Pacocha Inc,43,68,53,69,84,67,64
Holly,l3791,hleprevost9q@edublogs.org,Thi Qar University,61,49,78,80,84,47,Research Assistant IV,reinvent efficient initiatives,66.5,Kuhn-Weissnat,54,73,95,89,75,41,71.17
Shelli,d1033,smangion9r@a8.net,Cardinal Stefan Wyszynski University in Warsaw,94,91,51,100,97,55,Accounting Assistant II,synergize 24/365 architectures,81.33,"Marquardt, Fahey and DuBuque",59,99,42,60,66,42,61.33
Abel,m9653,agosart9s@craigslist.org,Shanghai Normal University,55,77,41,51,57,46,Senior Cost Accountant,leverage wireless interfaces,54.5,Crona-Conn,46,54,84,66,64,50,60.67
Winny,g3827Cz1,wlindermann9t@merriam-webster.com,Columbia Union College,68,93,50,69,50,71,Biostatistician IV,productize strategic bandwidth,66.83,Bauch and Sons,62,47,86,67,67,79,68
Alvin,g4370,abenson9u@ameblo.jp,University of the West Indies St. Augustine,72,74,55,72,42,52,Recruiting Manager,maximize back-end e-tailers,61.17,Reynolds-Schroeder,45,46,87,68,88,43,62.83
Rafa,v2831@#k,rpeasee9v@dailymail.co.uk,University of Sudbury,84,50,100,49,76,77,Actuary,grow magnetic e-services,72.67,"Kuhic, Raynor and Stanton",90,89,59,49,85,56,71.33
Pauletta,j3957a`,phardacre9w@surveymonkey.com,MCI-Management Center Innsbruck,85,75,67,50,46,86,Staff Accountant I,evolve e-business synergies,68.17,Dare-Conroy,93,90,51,92,82,87,82.5
Gayle,j2485g'z,gdurkin9x@de.vu,Edinboro University of Pennsylvania,99,46,65,42,87,61,Associate Professor,cultivate enterprise e-markets,66.67,Volkman-Stehr,90,46,93,64,49,79,70.17
Amber,h5873F,afarrow9y@bluehost.com,Bhupendra Narayan Mandal University,60,53,66,79,65,86,Media Manager II,streamline dot-com applications,68.17,"Hettinger, Balistreri and Satterfield",95,75,49,63,70,79,71.83
Moss,v8810<~Z,malston9z@cdc.gov,Hokkaigakuen University of Kitami,59,64,62,76,79,90,Geological Engineer,synthesize leading-edge e-commerce,71.67,Marquardt and Sons,40,94,50,69,46,55,59
Antonina,d7134,alangmana0@ning.com,Kotelawala Defence University,100,75,52,52,99,96,Financial Analyst,mesh synergistic vortals,79,"Rath, Abbott and Altenwerth",58,47,54,54,96,73,63.67
Arlyn,z0317,aornellsa1@github.io,Université Paris-Sorbonne (Paris IV),50,41,63,76,52,83,Design Engineer,deploy magnetic paradigms,60.83,"Gutmann, Gusikowski and Daniel",59,50,95,78,96,72,75
Chane,u3163,cternea2@friendfeed.com,Baku State University,43,53,71,55,53,40,Dental Hygienist,utilize revolutionary eyeballs,52.5,Lang Group,81,83,89,72,65,52,73.67
Lonni,p6224f_,layrea3@blinklist.com,Ibn Sina National College for Medical Studies ,100,99,58,82,78,85,Software Engineer I,enhance value-added e-markets,83.67,McDermott-Zieme,74,59,84,46,41,53,59.5
Ty,t0269Kz,tzapatera4@apache.org,Cross River University of Science and Technology,81,85,42,56,62,74,Senior Financial Analyst,syndicate rich content,66.67,"Block, Tromp and Reynolds",62,54,91,97,90,46,73.33
Arturo,y6703|a,ablasa5@boston.com,University of Brunei Darussalam,88,42,51,92,40,52,Web Developer II,incubate collaborative vortals,60.83,Heaney Group,62,40,66,67,69,56,60
Clive,n6376,chayleya6@canalblog.com,Universidad Autónoma de Chapingo,52,43,94,66,66,69,Help Desk Operator,e-enable world-class markets,65,Reynolds-Welch,82,76,53,77,71,81,73.33
Quintin,n5523,qrobrowa7@istockphoto.com,Universidad Privada Franz Tamayo (UNIFRANZ),83,40,51,85,85,40,Geological Engineer,leverage cross-media experiences,64,Powlowski-Murray,61,94,62,44,61,83,67.5
Stacy,j8487,sspeermana8@economist.com,Rollins College,95,99,92,68,89,72,Operator,envisioneer distributed niches,85.83,Upton Inc,85,55,48,72,64,95,69.83
Lanae,i4428,lledranea9@ibm.com,Universidad Nacional Siglo XX Llallagua,95,80,100,52,43,48,Executive Secretary,implement B2C architectures,69.67,O'Hara LLC,42,84,81,74,46,42,61.5
Winn,h2431ldo,wwhybrayaa@instagram.com,Osaka University of Economics,81,41,82,89,43,42,Office Assistant III,incubate seamless action-items,63,"Hahn, VonRueden and O'Keefe",68,95,93,51,53,70,71.67
Odele,n0397m,ofusseyab@aboutads.info,Ecole Supérieure de Commerce de Toulouse,40,79,92,64,59,71,Social Worker,morph efficient solutions,67.5,Pouros and Sons,79,90,68,77,53,92,76.5
Ryann,w2212H$t,rmcmurtyac@a8.net,Tata Institute of Social Sciences,89,47,78,76,60,56,Database Administrator II,expedite cross-platform e-business,67.67,Osinski-Sanford,66,75,42,97,51,75,67.67
Rolf,z1786mr_,rvannucciad@godaddy.com,Hogeschool voor Wetenschap & Kunst,79,47,79,55,50,95,Quality Engineer,engage frictionless markets,67.5,"Kunde, Gerlach and Grant",58,84,88,63,97,70,76.67
Nikolas,"g2959C""",ngringleyae@ucoz.ru,O'More College of Design,47,81,58,73,66,81,Computer Systems Analyst III,monetize bricks-and-clicks infomediaries,67.67,Becker Inc,99,91,50,77,51,40,68
Lewes,d0306,ladnettaf@mac.com,Curtin University of Technology,60,94,79,98,93,63,Operator,envisioneer efficient eyeballs,81.17,Hayes-Kovacek,58,50,43,100,75,76,67
Heriberto,e3148,hchapelhowag@yellowbook.com,"Royal Danish Academy of Fine Arts, School of Visual Art",63,52,49,69,73,100,Physical Therapy Assistant,facilitate viral portals,67.67,"Roberts, Buckridge and Muller",47,70,69,51,85,52,62.33
Silvio,x2287%a,sohowbaneah@clickbank.net,Veterinärmedizinische Universität Wien,71,79,70,42,70,55,Assistant Manager,revolutionize open-source e-business,64.5,"Strosin, Aufderhar and Ankunding",41,91,52,97,61,72,69
Merrile,t7945HB,mlamperdai@slideshare.net,University Institute of Architecture Venice,58,51,96,53,64,83,Social Worker,monetize robust solutions,67.5,Marquardt and Sons,53,83,97,99,77,69,79.67
Livvie,y1450vA,ladderleyaj@nasa.gov,Université d'Evry Val d'Essonne,66,80,79,40,44,83,Professor,transition enterprise infomediaries,65.33,Hickle Inc,59,55,81,59,79,63,66
Maryann,a2420,mgreavesak@google.com.br,Tohoku Fukushi University,80,46,77,47,92,45,Marketing Manager,innovate dynamic portals,64.5,"Hilll, MacGyver and Wehner",100,82,54,75,75,92,79.67
Brew,b2622,bbevingtonal@reference.com,Internationale Fachhochschule Aalen,63,74,48,57,79,62,Graphic Designer,whiteboard leading-edge schemas,63.83,Huels and Sons,96,55,81,99,86,98,85.83
Brigitte,f7333_V,bingreyam@gov.uk,Great Lakes Christian College,51,58,85,42,83,44,Research Nurse,cultivate compelling action-items,60.5,"Marks, O'Keefe and Effertz",84,78,100,95,62,83,83.67
Pennie,h6487(X_,pdobsonsan@ocn.ne.jp,Ashton College,51,75,61,100,92,45,Dental Hygienist,embrace mission-critical deliverables,70.67,Turcotte-Kirlin,80,73,46,65,56,43,60.5
Milton,t7921nw,mtomkinsonao@dagondesign.com,King Saud University,48,82,72,53,85,51,Assistant Manager,exploit best-of-breed platforms,65.17,Cartwright-Padberg,69,69,79,46,47,62,62
Hanan,n85270Q+,hfraschettiap@weibo.com,International Theravada Buddhist Missionary University,70,59,90,90,51,63,Research Assistant IV,iterate front-end vortals,70.5,"Kassulke, Corkery and Zulauf",75,54,61,40,88,54,62
Calla,y10512\#,cponcetaq@answers.com,Shippensburg University of Pennsylvania,69,80,69,79,64,95,Quality Engineer,synthesize vertical supply-chains,76,"Wehner, Kemmer and Green",68,90,70,49,73,90,73.33
Ryan,u4933gRc,rhillabyar@imgur.com,Instituto Superior de Psicologia Aplicada,83,69,69,100,44,46,Biostatistician IV,iterate holistic web-readiness,68.5,Kautzer-Breitenberg,76,47,54,75,65,65,63.67
Elliot,e0911&A,eenriettoas@huffingtonpost.com,West Coast University,92,80,82,81,60,59,Electrical Engineer,leverage integrated eyeballs,75.67,"Johnson, Gleason and Moore",51,87,97,99,81,45,76.67
Emmy,o1576,efearnleyat@ask.com,Kharkiv National University of Radio Electronics,100,99,61,49,72,96,Staff Scientist,repurpose out-of-the-box paradigms,79.5,Schuster Group,99,54,62,76,44,44,63.17
Billie,l6183,browlsonau@goodreads.com,Universidad Autónoma de Ciudad Juárez,48,86,70,52,45,73,Desktop Support Technician,enable innovative mindshare,62.33,Kautzer and Sons,100,45,66,72,54,52,64.83
Westbrooke,a7001cn,waustwickav@webnode.com,Ecole Nationale Supérieure Electricité et Mécanique,98,41,79,41,62,43,General Manager,innovate vertical mindshare,60.67,"Mraz, Renner and Johnson",40,63,54,58,70,89,62.33
Prinz,a4505yE,ptayspellaw@nymag.com,Darul Huda Islamic University,41,63,92,55,74,92,Human Resources Assistant IV,drive cutting-edge convergence,69.5,Nicolas Inc,58,57,57,75,95,91,72.17
Regina,e0312`j,rvyseax@rambler.ru,University of Wisconsin - Platteville,75,88,54,68,64,65,Teacher,redefine e-business portals,69,West-Kovacek,70,94,83,42,62,69,70
Padgett,a0036?),pmoortonay@slate.com,King Mongkut's University of Technology Ladkrabang,89,94,53,57,81,51,Social Worker,evolve sexy mindshare,70.83,"Raynor, McCullough and Cruickshank",59,99,100,49,61,80,74.67
Cyrill,y5285d),cbrunsdenaz@ft.com,"University of Toronto, Scarborough",46,80,51,97,100,80,Human Resources Manager,implement global infomediaries,75.67,Hegmann-Langosh,86,77,80,57,42,91,72.17
Carleen,g3592,cstaniforthb0@behance.net,Universidad Católica de Santa Fé,59,92,93,92,64,55,Sales Representative,expedite granular systems,75.83,Greenfelder-Russel,55,61,62,65,93,93,71.5
Thornie,m1610lXG,tbacksonb1@lulu.com,St. Luke' s College of Nursing,64,51,44,95,73,76,Paralegal,whiteboard granular channels,67.17,"Rolfson, Monahan and Pfeffer",84,96,58,95,95,65,82.17
Reg,v3454=h?,rseyfartb2@shareasale.com,Indian Institute of Information Technology,71,63,89,75,67,67,Help Desk Technician,syndicate strategic solutions,72,"Schinner, Franecki and Larson",85,65,53,60,54,42,59.83
Katya,m7176,kcauseyb3@usa.gov,Hochschule für Internationales Management,71,53,57,41,84,72,Payment Adjustment Coordinator,architect dot-com architectures,63,Upton Group,40,44,80,54,73,46,56.17
Angelia,i2505,awerendellb4@devhub.com,Université Sorbonne-Nouvelle (Paris III),45,45,77,78,63,66,Director of Sales,innovate sexy markets,62.33,Heathcote LLC,58,96,84,62,47,87,72.33
Bruno,e83981mH,bgrubbb5@stumbleupon.com,Universidad Nacional Autónoma de México,100,73,94,61,75,100,Cost Accountant,enable proactive web-readiness,83.83,"Roob, Larson and Hessel",67,99,52,58,51,95,70.33
Rodolph,j3811qg?,rgraveb6@arstechnica.com,Ecole Nationale Supérieure Electricité et Mécanique,96,46,61,99,60,50,Geological Engineer,visualize front-end initiatives,68.67,Nolan-Jacobson,65,75,81,60,67,100,74.67
Shirleen,z9759KYv,shavocb7@washingtonpost.com,Widener University,61,62,50,46,70,94,Actuary,generate next-generation vortals,63.83,Balistreri-Murray,45,41,58,49,46,77,52.67
Letizia,y4001/,lmcgrirlb8@tmall.com,Gifu University,83,81,51,70,73,41,Senior Developer,redefine dynamic schemas,66.5,Kub LLC,86,45,52,95,75,77,71.67
Emmanuel,a9231J,edurdyb9@bloglovin.com,Ryukoku University,82,46,62,66,62,59,Assistant Media Planner,streamline back-end channels,62.83,"Bednar, Carter and Hoppe",81,40,72,90,41,90,69
Helga,n1474M,hparoniba@utexas.edu,Fachhochschule Mainz,93,65,73,59,58,78,Geologist II,orchestrate next-generation eyeballs,71,Schamberger Inc,74,92,78,94,52,42,72
Elvis,o0455UC,ecrichtenbb@icq.com,Medical College of Ohio,40,75,83,87,58,46,Graphic Designer,transform rich technologies,64.83,Kutch Group,98,74,75,67,100,58,78.67
Remington,q8840vgW,rparellbc@theglobeandmail.com,University of the Philippines Los Banos,62,72,54,62,54,43,Nurse Practicioner,redefine world-class e-services,57.83,"Morissette, Prosacco and Heller",98,92,48,81,80,75,79
Ulysses,m8046?{$,uknapmanbd@virginia.edu,University of Zimbabwe,98,47,100,79,94,93,Legal Assistant,deliver compelling functionalities,85.17,Kerluke-Bahringer,99,48,63,51,90,81,72
Eunice,b0137#',elillebe@microsoft.com,St. Edwards University,73,56,90,67,79,96,Design Engineer,drive virtual e-markets,76.83,"Waelchi, Prohaska and Considine",50,56,81,41,55,44,54.5
Kristi,o7409',kwakerleybf@shinystat.com,Université de Sétif,52,44,78,77,100,51,Research Assistant II,extend customized users,67,"Romaguera, Ziemann and Bauch",94,99,88,65,74,65,80.83
Vonny,x3467X@g,vperotbg@mashable.com,"Universidad Internacional SEK, Quito",45,91,71,67,64,92,VP Sales,unleash customized channels,71.67,Dickens LLC,95,98,59,100,42,56,75
Eran,o7789\9P,eostridgebh@sun.com,Franklin University,59,71,63,43,96,51,Chemical Engineer,empower granular web-readiness,63.83,Stamm Inc,97,56,99,86,97,90,87.5
Jozef,d0510x?E,jneilsonbi@whitehouse.gov,RMIT International University Vietnam,63,51,86,83,62,96,Financial Analyst,deploy plug-and-play e-commerce,73.5,Rosenbaum Group,90,59,58,62,67,67,67.17
Bridie,w9729th,bgoldthorpebj@alibaba.com,"Philosophisch-Theologisches Studium Erfurt, Staatlich anerkannte Wissenschaftliche Hochschule",60,76,83,64,86,63,Safety Technician II,facilitate proactive applications,72,"Jacobi, Bins and Nolan",95,75,41,53,75,72,68.5
Lisette,x5853,lstentonbk@youku.com,Universidad Autónoma de Nuevo León,69,40,59,47,91,73,Geological Engineer,recontextualize synergistic networks,63.17,"Hills, Simonis and Crist",94,88,89,84,60,40,75.83
Katleen,o9600UiY,klearbl@forbes.com,Massachusetts School of Professional Psychology,73,40,70,75,83,56,Staff Accountant IV,facilitate viral niches,66.17,Langosh-Walsh,96,64,96,42,93,83,79
See,q8268,snurcombebm@odnoklassniki.ru,Osaka Institute of Technology,70,71,90,71,92,41,Human Resources Manager,iterate front-end deliverables,72.5,Haag Inc,96,85,67,97,57,62,77.33
Arielle,g5149@if,adambrogiobn@boston.com,St. Petersburg State Institute of Technology (Technological University),98,58,74,62,65,60,Physical Therapy Assistant,visualize robust convergence,69.5,"Mante, Schmidt and Labadie",49,76,77,54,91,72,69.83
